Unnamed: 0,id,results_key,results,run_args,scenes_id,cost_id,log_id,dimension,task_id,plan_id,report_id,resources
10,347044,test_only_string_return,"{""#wrk_qps_avg"": 4468405.64, ""wrk_latency_avg"": 0.766, ""wrk_latency_max"": 3330.0, ""wrk_transfer_sec"": 647.52, ""wrk_latency_stdev"": 4.59, ""wrk_latency_distribution_90"": 0.91}","{""https"": false, ""thread"": 62, ""duration"": 30, ""test_item"": ""only_string_return"", ""connection"": 6200, ""keep_alive"": true, ""net_params"": ""default""}",99509,259627,259626,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""nginx_wrk_accept_mutex_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""cvm_memory"": ""214 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_1"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.16.4_4.1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_2"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58488001,289263,8748610,"{""cluster"": {""server"": 113223}, ""tool_env"": {""nginx_wrk"": [36010]}, ""component"": {""nginx_wrk"": [36011]}}"
11,350170,test_1kb,"{""#wrk_qps_avg"": 373061.7, ""wrk_latency_avg"": 4.09, ""wrk_latency_max"": 2250.0, ""wrk_transfer_sec"": 449.33, ""wrk_latency_stdev"": 20.9, ""wrk_latency_distribution_90"": 3.5}","{""https"": false, ""thread"": 16, ""duration"": 30, ""test_item"": ""1kb"", ""connection"": 1600, ""keep_alive"": true, ""net_params"": ""default""}",100889,261950,261949,"{""runtime"": ""docker"", ""node_cpu"": ""16"", ""cpu_limit"": 0, ""node_nums"": 2, ""test_name"": ""nginx_wrk_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""k8s_version"": ""v1.18.4-tke.8"", ""node_memory"": ""32 GB"", ""mem_limit_mb"": 0.0, ""node_os_name"": ""Tencent Linux release 2.4 (Final)"", ""tool_version"": ""1.16.7_4.1.0"", ""netPluginType"": ""VPC-CNI-exclusive"", ""component_name"": ""tke"", ""node_os_kernel"": ""4.14.105-19-0020.1.bs"", ""runtime_version"": ""19.3.9"", ""component_version"": ""debug"", ""tke_cvm_sold_type"": ""S5""}",59817275,294749,8962201,"{""cluster"": {""server"": 116007}, ""component"": {""nginx_wrk"": [34718]}, ""component_env"": {""nginx_wrk"": [36887]}}"
12,351291,"dbDriver=mysql,mode=read,numThreads=4,tableNum=50,tableSize=2000000","{""#sysbench_mysql_tps"": 1340.75}","{""mode"": ""read"", ""dbDriver"": ""mysql"", ""tableNum"": 50, ""tableSize"": 2000000, ""numThreads"": 4}",101365,262715,262716,"{""cvm_cpu"": ""4"", ""platform"": ""qcloud"", ""test_name"": ""sysbench_mysql_baseline"", ""tool_name"": ""sysbench"", ""cvm_memory"": ""16 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""TencentOS Server 3.2 (Final)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0.17"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",59987316,295163,8998476,"{""cluster"": {""server"": 116045}, ""tool_env"": {""sysbench"": [37014]}, ""component"": {""sysbench"": [37015]}}"
13,347024,scale=5000,"{""#super_pi_sys_time"": 0.015, ""#super_pi_real_time"": 20.002, ""#super_pi_user_time"": 19.977}","{""scale"": 5000, ""background"": false}",99502,259617,259618,"{""cvm_cpu"": ""4"", ""platform"": ""qcloud"", ""test_name"": ""super_pi_baseline"", ""tool_name"": ""super_pi"", ""cvm_memory"": ""8 GB"", ""cvm_os_type"": ""CentOS Linux release 7.4.1708 (Core)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""default"", ""component_name"": ""cvm"", ""component_version"": ""default""}",58535876,137437,8759121,"{""cluster"": {""server"": 108160}, ""tool_env"": {""super_pi"": [33917]}, ""component"": {""super_pi"": [33918]}}"
14,347047,scale=5000,"{""#super_pi_sys_time"": 0.001, ""#super_pi_real_time"": 19.98, ""#super_pi_user_time"": 19.978}","{""scale"": 5000, ""background"": false}",99510,259628,259629,"{""cvm_cpu"": ""4"", ""platform"": ""qcloud"", ""test_name"": ""super_pi_baseline"", ""tool_name"": ""super_pi"", ""cvm_memory"": ""8 GB"", ""cvm_os_type"": ""CentOS Linux release 7.4.1708 (Core)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""default"", ""component_name"": ""cvm"", ""component_version"": ""default""}",58537789,137437,8759605,"{""cluster"": {""server"": 108160}, ""tool_env"": {""super_pi"": [33917]}, ""component"": {""super_pi"": [33918]}}"
15,347045,test_only_string_return[keep_alive=False],"{""#wrk_qps_avg"": 99432.8, ""wrk_errors_str"": {""read"": 0, ""write"": 0, ""connect"": 0, ""timeout"": 82}, ""wrk_latency_avg"": 9.17, ""wrk_latency_max"": 3330.0, ""wrk_transfer_sec"": 13.94, ""wrk_latency_stdev"": 58.74, ""wrk_latency_distribution_90"": 5.66}","{""https"": false, ""thread"": 62, ""duration"": 30, ""test_item"": ""only_string_return"", ""connection"": 6200, ""keep_alive"": false, ""net_params"": ""default""}",99509,259627,259626,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""nginx_wrk_accept_mutex_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""cvm_memory"": ""214 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_1"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.16.4_4.1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_2"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58488001,289263,8748610,"{""cluster"": {""server"": 113223}, ""tool_env"": {""nginx_wrk"": [36010]}, ""component"": {""nginx_wrk"": [36011]}}"
16,350171,"test_only_string_return[keep_alive=False,net_params=default,thread=16,connection=1600,https=False,duration=600]","{""#wrk_qps_avg"": 79303.53, ""wrk_errors_str"": {""read"": 834, ""write"": 0, ""connect"": 0, ""timeout"": 0}, ""wrk_latency_avg"": 8.79, ""wrk_latency_max"": 680.57, ""wrk_transfer_sec"": 11.12, ""wrk_latency_stdev"": 8.57, ""wrk_latency_distribution_90"": 16.81}","{""https"": false, ""thread"": 16, ""duration"": 600, ""test_item"": ""only_string_return"", ""connection"": 1600, ""keep_alive"": false, ""net_params"": ""default""}",100890,261951,261952,"{""runtime"": ""docker"", ""node_cpu"": ""16"", ""cpu_limit"": 0, ""node_nums"": 2, ""test_name"": ""nginx_wrk_monitor_baseline"", ""tool_name"": ""nginx_wrk"", ""k8s_version"": ""v1.18.4-tke.8"", ""node_memory"": ""32 GB"", ""mem_limit_mb"": 0.0, ""node_os_name"": ""Tencent Linux release 2.4 (Final)"", ""tool_version"": ""1.16.7_4.1.0"", ""netPluginType"": ""VPC-CNI-exclusive"", ""component_name"": ""tke"", ""node_os_kernel"": ""4.14.105-19-0020.1.bs"", ""runtime_version"": ""19.3.9"", ""component_version"": ""debug"", ""tke_cvm_sold_type"": ""S5""}",59817278,294749,8962201,"{""cluster"": {""server"": 116007}, ""component"": {""nginx_wrk"": [34718]}, ""component_env"": {""nginx_wrk"": [36888]}}"
17,350172,default,"{""#ls_time"": 18}",{},100891,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_os_type"": ""CentOS Linux release 7.6.1810 (Core)"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",6129e5dd-1175-424c-9e96-837e422002cf,qta_task_result,14525532,"{""component"": {""ls"": [36889]}}"
18,347025,default,"{""#pgbench_TPC_B"": 6523, ""#pgbench_TRIMMED"": 10222, ""#pgbench_SELECT_ONLY"": 661980}","{""hostname"": ""127.0.0.1""}",99503,259619,259620,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""pgbench_baseline"", ""tool_name"": ""pgbench"", ""cvm_memory"": ""212 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531595,289259,8747865,"{""cluster"": {""server"": 113123}, ""tool_env"": {""pgbench"": [36267]}, ""component"": {""pgbench"": [36268]}}"
19,348116,ping_flood_default[packet_size=1400],"{""#ping_avg"": 0.042959999999999984, ""#ping_max"": 4.05, ""#ping_min"": 0.04, ""#ping_flood_1ms"": 33, ""ping_flood_1ms_list"": [1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 2, 1, 2, 0, 0, 0, 1, 2, 0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 4, 0, 0, 0], ""ping_flood_max_delay_list"": [4.04, 0.929, 0.296, 0.93, 1.01, 1.15, 0.19, 0.176, 1.08, 4.05, 0.924, 0.906, 4.04, 0.89, 0.902, 1.25, 1.23, 1.03, 1.14, 0.922, 0.935, 0.953, 1.15, 4.04, 0.442, 4.04, 0.177, 1.14, 4.04, 0.904, 0.962, 0.955, 0.17, 0.891, 4.05, 0.735, 0.822, 0.986, 0.992, 0.993, 0.198, 1.15, 1.21, 0.204, 1.42, 0.195, 1.18, 0.954, 0.923, 0.994]}","{""ipv6"": false, ""bind_core"": """", ""name_19"": ""flood"", ""all_packet"": 50000000, ""packet_size"": 1400, ""repeat_count"": 50, ""per_run_packet"": 1000000}",100070,260520,260521,"{""cvm_cpu"": ""96"", ""platform"": ""qcloud"", ""test_name"": ""ping_baseline"", ""tool_name"": ""ping"", ""cvm_memory"": ""376 GB"", ""cvm_os_type"": ""CentOS Linux release 7.6.1810 (Core)"", ""cvm_version"": ""name_20"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""s20161105"", ""component_name"": ""cvm"", ""component_version"": ""default""}",59008850,291227,8837752,"{""cluster"": {""server"": 115019}, ""tool_env"": {""ping"": [36544]}, ""component"": {""ping"": [36545]}}"
20,350173,default,"{""#ls_time"": 18}",{},100892,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_os_type"": ""CentOS Linux release 7.6.1810 (Core)"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",a7fec718-6fcb-412e-97e6-f2960a0a8365,qta_task_result,14525532,"{""component"": {""ls"": [36890]}}"
21,351292,default,"{""#tcpping_latency_avg"": 0.111, ""#tcpping_latency_max"": 0.155, ""#tcpping_latency_min"": 0.082, ""#tcpping_latency_stdev"": 0.013, ""#tcpping_distribution_50"": 0.11, ""#tcpping_distribution_90"": 0.129, ""#tcpping_distribution_99"": 0.141, ""#tcpping_distribution_999"": 0.147}","{""ipv6"": false, ""count"": 2400, ""timeout"": 5.0, ""interval"": 0.5}",100154,262717,262718,"{""cvm_cpu"": ""192"", ""platform"": ""qcloud"", ""test_name"": ""tcpping_baseline"", ""tool_name"": ""tcpping"", ""cvm_memory"": ""712 GB"", ""cvm_os_type"": ""Tencent tlinux release 3.2 (Final)"", ""cvm_version"": ""name_22"", ""cvm_cpu_type"": ""name_21"", ""tool_version"": ""1.7"", ""component_name"": ""cvm"", ""component_version"": ""default""}",60033818,295304,9007604,"{""cluster"": {""server"": 115060}, ""tool_env"": {""tcpping"": [37046]}, ""component"": {""tcpping"": [37047]}}"
22,220011,default,"{""#ls_time"": 18}",{},60516,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",f4c3ac2f-d623-477f-a9b3-ffc4a0c385e8,qta_task_result,14525532,"{""component"": {""ls"": [16200]}}"
23,222631,default,"{""#ls_time"": 18}",{},61694,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",d9f865f6-6016-48d0-8501-fb635c192b14,qta_task_result,14525532,"{""component"": {""ls"": [16998]}}"
24,347026,duration=300;pkgSpeed=200000,"{""tymydclient_qps"": 29468.0, ""tymydclient_RecvPkg"": 1547520.0, ""tymydclient_SendPkg"": 1568814.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 233529.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 45.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 200000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
25,347046,test_1kb,"{""#wrk_qps_avg"": 1528173.43, ""wrk_latency_avg"": 3.45, ""wrk_latency_max"": 419.26, ""wrk_transfer_sec"": 1843.2, ""wrk_latency_stdev"": 4.03, ""wrk_latency_distribution_90"": 7.68}","{""https"": false, ""thread"": 62, ""duration"": 30, ""test_item"": ""1kb"", ""connection"": 6200, ""keep_alive"": true, ""net_params"": ""default""}",99509,259627,259626,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""nginx_wrk_accept_mutex_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""cvm_memory"": ""214 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_1"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.16.4_4.1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_2"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58488001,289263,8748610,"{""cluster"": {""server"": 113223}, ""tool_env"": {""nginx_wrk"": [36010]}, ""component"": {""nginx_wrk"": [36011]}}"
26,208506,cores_num=1;model=mq;timeout=60;type=benchmark,"{""#stress_ng_ops"": ""69330813"", ""stress_ng_sys_time"": ""98.66"", ""stress_ng_usr_time"": ""8.29"", ""stress_ng_real_time"": ""60.00"", ""#stress_ng_real_time_ops_per_s"": ""1155509.78"", ""#stress_ng_usr_sys_time_ops_per_s"": ""648254.45""}","{""type"": ""benchmark"", ""model"": ""mq"", ""timeout"": 60, ""cpu_load"": null, ""cores_num"": 1, ""background"": false, ""sleep_time"": 60, ""cores_factor"": null, ""interval_install_dir"": ""/data/stress_ng""}",57019,157803,157804,"{""cvm_cpu"": ""8"", ""platform"": ""default"", ""test_name"": ""stress_ng_debug"", ""tool_name"": ""stress_ng"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""CentOS Linux release 7.2 (Final)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""0.07.29"", ""component_name"": ""cvm"", ""component_version"": ""default""}",22810328,102275,3483721,"{""cluster"": {""server"": 57516}, ""tool_env"": {""stress_ng"": [14093]}, ""component"": {""stress_ng"": [14094]}}"
27,261856,"gcc_oflag=O3,threads=1","{""#unixbench_api"": 2176}","{""threads"": 1, ""gcc_oflag"": ""O3""}",66902,188497,188498,"{""cvm_cpu"": ""16"", ""platform"": ""qcloud"", ""test_name"": ""unixbench_baseline"", ""tool_name"": ""unixbench"", ""cvm_memory"": ""32 GB"", ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": null, ""name_23"": ""5.1.3a"", ""component_name"": ""cvm"", ""component_version"": ""default""}",e53cc351-572a-4b16-8721-61794301d636,20200120,1314521,"{""cluster"": {""server"": 73664}, ""tool_env"": {""unixbench"": [22415]}, ""component"": {""unixbench"": [22416]}}"
28,263193,mode=cpu,"{""#vray_render_time"": 21}","{""mode"": ""cpu"", ""quite"": true, ""exec_path"": ""/data/vraybench_1.0.8_lin_x64"", ""install_path"": ""/data""}",67403,189206,189207,"{""cvm_cpu"": ""90"", ""platform"": ""default"", ""test_name"": ""vray_baseline"", ""tool_name"": ""vray"", ""cvm_memory"": ""226 GB"", ""cvm_os_type"": ""CentOS Linux release 7.4.1708 (Core)"", ""cvm_version"": ""name_25"", ""cvm_cpu_type"": ""name_24"", ""tool_version"": ""V-Ray Benchmark 1.1.0"", ""component_name"": ""cvm"", ""component_version"": ""default""}",28679523,133490,4301025,"{""cluster"": {""server"": 74271}, ""tool_env"": {""vray"": [22641]}, ""component"": {""vray"": [22642]}}"
29,347027,duration=300;pkgSpeed=120000,"{""tymydclient_qps"": 17893.0, ""tymydclient_RecvPkg"": 848539.0, ""tymydclient_SendPkg"": 848539.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 150725.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 45.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 120000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
30,350174,scale=5000,"{""#super_pi_sys_time"": 0.016, ""#super_pi_real_time"": 19.953, ""#super_pi_user_time"": 19.934}","{""scale"": 5000, ""background"": false}",100893,261953,261954,"{""cvm_cpu"": ""4"", ""platform"": ""qcloud"", ""test_name"": ""super_pi_baseline"", ""tool_name"": ""super_pi"", ""cvm_memory"": ""8 GB"", ""cvm_os_type"": ""CentOS Linux release 7.4.1708 (Core)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""default"", ""component_name"": ""cvm"", ""component_version"": ""default""}",59883523,137437,8973223,"{""cluster"": {""server"": 108160}, ""tool_env"": {""super_pi"": [33917]}, ""component"": {""super_pi"": [33918]}}"
31,347028,duration=300;pkgSpeed=240000,"{""tymydclient_qps"": 54329.0, ""tymydclient_RecvPkg"": 2859743.0, ""tymydclient_SendPkg"": 2880000.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 284188.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 86.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 240000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
